Symbol,US Trading Venue,Trading Date,OTC Tier,Caveat Emptor,Security Type,Security Class,Security Name,Country of Domicile,Company Name
AEXFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AMINEX PLC ORD,United Kingdom,Aminex PLC
AEYE,OTC Link,04/01/2018,OTCQB,N,Common Stock,,AUDIOEYE INC,USA,"AudioEye, Inc."
AFAN,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AF OCEAN INVESTMENT MGMT,USA,AF Ocean Investment Management Co.
AFAP,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AFA PROTECTIVE SYS INC,USA,"AFA Protective Systems, Inc."
AFBA,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,ALLIED FIRST BNCRP INC MD,USA,"Allied First Bancorp, Inc."
AFBG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AMERICAN FBR GREEN PRODS,USA,"American Fiber Green Products, Inc."
AFBOF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AFRICAN RAINBOW MNRLS LTD,South Africa,African Rainbow Minerals Ltd.
AFCB,OTC Link,04/01/2018,OTCQX U.S. Premier,N,Common Stock,,ATHENS BANCSHARES CORP,USA,Athens Bancshares Corp.
AFFMQ,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AFFIRMATIVE INS HLDGS INC,USA,"Affirmative Insurance Holdings, Inc."
AFFU,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AFFLUENCE CORP,USA,Affluence Corp.
AFFY,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AFFYMAX INC,USA,"Affymax, Inc."
AFGC,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AFRICA GROWTH CORPORATION,USA,Africa Growth Corporation
AFGG,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,ALL SOFT GELS INC,USA,All Soft Gels Inc.
AFGR,OTC Link,04/01/2018,OTCQX U.S.,N,Common Stock,,AFFINION GROUP HLDGS INC,USA,"Affinion Group Holdings, Inc."
AFGVY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,AGFA GEVAERT NV UNSP/ADR,Belgium,Agfa-Gavaert NV
AFIPA,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,A,AMFI CORP A,USA,AMFI Corp.
AFLYY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,AIR FRANCE-KLM ADS,France,Air France-KLM
AFMJF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ALPHAMIN RES CORP,Canada,Alphamin Resources Corp.
AFNL,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AMTRUST FINANCIAL CORP,USA,AmTrust Financial Corp.
AFOM,OTC Link,04/01/2018,OTCQB,N,Common Stock,,ALL FOR ONE MEDIA CORP,USA,All For One Media Corp.
AFOXY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,AFRICAN OXYGEN UNSP/ADR,South Africa,"African Oxygen, Ltd."
AFPW,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ALUMIFUEL POWER CORP NEW,USA,AlumiFuel Power Corp.
AFRAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AIR FRANCE KLM ORD,France,Air France-KLM
AFRBY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,AFRICAN RAINBOW MNR S/ADR,South Africa,African Rainbow Minerals Ltd.
AFRMF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ALPHAFORM AG,Germany,Alphaform AG
AFRS,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AMER FIRST FINANCIAL INC,USA,"American First Financial, Inc."
AFTC,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ALTERNATIVE FUEL TECHS,USA,"Alternative Fuel Technologies, Inc."
AFTM,OTC Link,04/01/2018,OTCQB,N,Common Stock,,AFTERMASTER INC,USA,"AfterMaster, Inc."
AFYG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AFFINITY GOLD CORP,USA,Affinity Gold Corp.
AGBP,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,ALLEGRO BEAUTY PRODS INC,USA,"Allegro Beauty Products, Inc."
AGCZ,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ANDES GOLD CORP,USA,Andes Gold Corp.
AGDXF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ANTIOQUA GOLD INC,Canada,Antioquia Gold Inc
AGDY,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AGRI-DYNAMICS INC,USA,"Agri-Dynamics, Inc."
AGEEF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,APOGEE OPPORTUNITIES ORD,Canada,Apogee Opportunities Inc
AGESY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,AGEAS NV S/ADR NEW,Belgium,ageas SA/NV
AGFMF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AGF MGMT LTD B,Canada,AGF Management Ltd.
AGGG,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,ANTILIA GROUP CORP,Dominican Republic,Antilia Group Corp
AGGI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ALLIED ENERGY INC,USA,"Allied Energy, Inc."
AGGL,OTC Link,04/01/2018,OTC Pink Limited,N,Common Stock,,AGTECH GLOBAL INTL,USA,"AgTech Global International, Inc."
AGGX,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,ANGIOGENEX INC,USA,"AngioGenex, Inc."
AGGZF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AG GROWTH INTL INC,Canada,AG Growth International Inc.
AGHI,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,AGORA HOLDINGS INC,Canada,"Agora Holdings, Inc."
AGIN,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AMERICAN GRAPHITE TECHS,USA,American Graphite Technologies Inc.
AGLNF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AGL ENERGY ORD,Australia,AGL Energy Ltd
AGLNY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,AGL ENERGY UNSP/ADR,Australia,AGL Energy Ltd
AGLT,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ANGEL TELECOM CORP,Switzerland,Angel Telecom Corp.
AGNU,OTC Link,04/01/2018,OTCQB,N,Common Stock,,AG&E HOLDINGS INC,USA,"AG&E Holdings, Inc."
AGOAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ABENGOA SA ABG/AC B,Spain,Abengoa S.A.
AGODY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ATLAS IRON LTD UNSP/ADR,Australia,Atlas Iron Ltd
AGPDF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AMER SPORTS CORP ORD,Finland,Amer Sports Oyi
AGPDY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,AMER SPORTS CORP S/ADR,Finland,Amer Sports Oyi
AGPL,OTC Link,04/01/2018,OTC Pink Limited,N,Common Stock,,APPLE GREEN HOLDING INC,Canada,"Apple Green Holding, Inc."
AGPPF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ANGLO PLATINUM LTD ORD,South Africa,Anglo American Platinum Ltd.
AGPYF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AGILE PROPERTY HLDGS LTD,Hong Kong,Agile Group Holdings Limited
AGPYY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,AGILE GRP HLDGS UNSP/ADR,Hong Kong,Agile Group Holdings Limited
AGRNQ,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AMERICA GREENER TECHS INC,USA,"America Greener Technologies, Inc."
AGRPY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,BARCLAYS AFRICA GRP S/ADR,South Africa,Barclays Africa Group Ltd
AGRS,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AGRISTAR INC,USA,"Agristar, Inc."
AGSM,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SILVER STREAM MINING CORP,Canada,Silver Stream Mining Corp.
AGSO,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AGRISOLAR SOLUTIONS INC,USA,"AgriSolar Solutions, Inc."
AGTEF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AGTECH HOLDINGS LTD ORD,Hong Kong,Agtech Holdings Ltd.
AGTK,OTC Link,04/01/2018,OTCQB,N,Common Stock,,AGRITEK HOLDINGS INC,USA,"Agritek Holdings, Inc."
AGTT,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,ANGSTROM TECHNOLOGIES INC,USA,"Angstrom Technologies, Inc."
AGXKF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ANGLO ASIAN MNG PLC ORD,,Anglo Asian Mining Plc.
AGXXF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AGT FOOD & INGREDIENT,Canada,"AGT Food and Ingredients, Inc."
AGYP,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,ALLIED ENERGY CORP,USA,Allied Energy Corporation
AGYTF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ALLERGY THERAPEUTICS PLC,,Allergy Therapeutics Plc.
AGZNF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AEGEAN AIRLINES ORD,Greece,AEGEAN Airlines
AHAG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ALPHA TECHS GROUP INC,USA,"Alpha Technologies Group, Inc."
AHAHF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AHALIFE HOLDINGS LTD ORD,USA,Ahalife Holdings Ltd
AHCHF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ANHUI CONCH CEMENT,China,"Anhui Conch Cement Co., Ltd."
AHCHY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ANHUI CONCH CEM UNSP/ADR,China,"Anhui Conch Cement Co., Ltd."
AHCP,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ANCHORAGE INTL HLDGS CORP,USA,Anchorage International Holdings Corp.
AHEXY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ADECCO GROUP AG UNSP/ADR,Switzerland,Adecco Group AG
AHFD,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ACTIVE HEALTH FOODS INC,USA,"Active Health Foods, Inc."
AHFP,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ARTISANAL BRANDS INC,USA,"Artisanal Brands, Inc."
AHGIF,OTC Link,04/01/2018,OTCQB,N,Ordinary Shares,,ALTERNATE HEALTH CORP ORD,Canada,Alternate Health Corp.
AHIX,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ALUF HOLDINGS INC,USA,"Aluf Holdings, Inc."
AHKSF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ASAHI KAISEI CORP,Japan,Asahi Kaisei Corp.
AHKSY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ASAHI KAISEI CRP UNSP/ADR,Japan,Asahi Kaisei Corp.
AHNMF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ARCHON MINERALS LTD,Canada,Archon Minerals Ltd.
AHNR,OTC Link,04/01/2018,OTCQB,N,Common Stock,,ATHENA SILVER CORP,USA,Athena Silver Corp
AHODF,OTC Link,04/01/2018,OTCQX International Premier,N,Ordinary Shares,,KONINKLIJKE AHOLD DEL ORD,The Netherlands,Koninklijke Ahold Delhaize N.V.
AHROQ,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,ATHERONOVA INC,USA,"Atheronova, Inc."
AHWSF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ATHENS WTR&SWGE PUB EYDAP,Greece,Athens Water & Sewage Public Co. Eydap
AIABF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AIRASIA BHD ORD,,Airasia Bhd
AIAGY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,AURUBIS AG UNSP/ADR,Germany,Aurubis Ag
AIBEF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AIR BERLIN PLC ORD,,Air Berlin plc
AICAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AIR CHINA LTD H SHS,China,"Air China, Ltd."
AIDA,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AIDA PHARMACEUTICALS INC,China,"AIDA Pharmaceuticals, Inc."
AIFLY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,AIFUL CORP UNSP/ADR,Japan,Aiful Corp.
AIFS,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,AGENT INFORMATION SFTWRE,USA,"Agent Information Software, Inc."
AIGI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ARTISTMSS INTL GROUP INC,USA,"Artistmss International Group, Inc."
AIKOD,OTC Link,04/01/2018,OTCQB,N,Common Stock,,ALTERNATIVE INVST CP NEW,USA,Alternative Investment Corporation
AILFQ,OTC Link,04/01/2018,OTC Pink No Information,N,Ordinary Shares,,LEXICON BUILDING SYSTEMS,USA,Lexicon Building Systems Ltd.
AIMH,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,AIMRITE HOLDINGS CORP,USA,AimRite Holdings Corp.
AINSF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AINSWORTH GAME TECH LTD,Australia,Ainsworth Game Technology Ltd.
AIOAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SAROSSA PLC ORD,United Kingdom,Sarossa PLC
AIOCF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AVIGILON CORP,Canada,Avigilon Corp
AIPUF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AIRPORT OF THAILAND NVDR,Thailand,"Airports of Thailand Public Co., Ltd."
AIPUY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,AIRPORT OF THLND UNSP/ADR,Thailand,"Airports of Thailand Public Co., Ltd."
AIQUF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,L'AIR LIQUIDE ORD,France,L'Air Liquide SA
AIQUY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,L'AIR LIQUIDE SA UNSP/ADR,France,L'Air Liquide SA
AIRO,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AIRSPAN NETWORKS INC,USA,"Airspan Networks, Inc."
AIRRF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AURION RESOURCES LTD ORD,Canada,"Aurion Resources, Ltd."
AIRW,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,AIRWARE LABS CORP,USA,Airware Labs Corp.
AIRYY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,AIR CHINA LTD S/ADR,China,"Air China, Ltd."
AISSF,OTC Link,04/01/2018,OTCQB,N,Ordinary Shares,,AIS RES LTD ORD,Canada,AIS Res Ltd.
AITB,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,AIT THERAPEUTICS INC,Israel,"AIT Therapeutics, Inc."
AITG,OTC Link,04/01/2018,OTC Pink Limited,N,Common Stock,,AIR TRANSPORT GRP HLDGS,USA,"Air Transport Group Holdings, Inc."
AITVF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ASIAN TV NETWORK INTL LTD,,"Asian Television Network International, Ltd."
AIVAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AVIVA PLC ORD,United Kingdom,Aviva Plc
AIVI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AIVTECH INTL GROUP CO,China,Aivtech International Group Co.
AIVN,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,AMER INTL VENTURES INC,USA,"American International Ventures, Inc."
AIXXF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AIXTRON SE NAMEN AKT,Germany,Aixtron SE
AJBI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AMI JAMES BRANDS INC,USA,"Ami James Brands, Inc."
AJINY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,AJINOMOTO CO UNSP/ADR,Japan,"Ajinomoto Co., Inc."
AJMPF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ASHMORE GROUP PLC ORD,United Kingdom,Ashmore Group Plc.
AJSB,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,AJS BANCORP INC,USA,"AJS Bancorp, Inc."
AJXGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AGJUNCTION INC ORD,USA,AgJunction Inc
AKAAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AKER ASA A SHS,,Aker AS
AKABY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ALK ABELLO A S S/ADR,Denmark,Alk Abello AS
AKBIF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AKEBONO BRAKE INDUS ORD,Japan,Akebono Brake Industries
AKBIY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,AKEBONO BRAKE INDUS S/ADR,Japan,Akebono Brake Industries
AKBLF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ALK-ABELLO AS B SHS,Denmark,Alk Abello AS
AKBTY,OTC Link,04/01/2018,OTCQX International Premier,N,American Depository Receipts,,AKBANK T/A/S S/ADR,Turkey,Akbank Turk Anonim Sirketi
AKKVF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AKASTOR ASA ASA,Norway,AKASTOR ASA ASA
AKKVY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,AKASTOR ASA  UNSP/ADR,Norway,AKASTOR ASA ASA
AKMNF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AKUMIN INC,,Akumin Inc.
AKOM,OTC Link,04/01/2018,OTCQX U.S.,N,Common Stock,,AERKOMM INC,USA,Aerkomm Inc.
AKRFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ACKROO INC,Canada,"Ackroo, Inc."
AKRRF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,PHILLY SHIPYARD ASA ORD,Norway,Philly Shipyard ASA
AKRYY,OTC Link,04/01/2018,OTC Pink No Information,N,American Depository Receipts,,AKER SOLTNS ASA UNSP/ADR,Norway,Aker Solutions ASA
AKSJF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SBERBANK RUSSIA OJC ORD,Russia,Sberbank of Russia
AKTAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,A,AKITA DRILLING LTD A,Canada,Akita Drilling Ltd.
AKVA,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ARKANOVA ENERGY CORP,USA,Arkanova Energy Corp.
AKZOF,OTC Link,04/01/2018,OTCQX International Premier,N,Ordinary Shares,,AKZO NOBEL NV ORD,The Netherlands,Akzo Nobel N.V.
AKZOY,OTC Link,04/01/2018,OTCQX International Premier,N,American Depository Receipts,,AKZO NOBEL N V S/ADR,The Netherlands,Akzo Nobel N.V.
ALAD,OTC Link,04/01/2018,OTCQB,N,Common Stock,,ALADDIN INTL INC,China,Aladdin Intl Inc.
ALAN,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ALANCO TECHS INC,USA,"Alanco Technologies, Inc."
ALBKF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ALPHA BANK SA ORD NEW,Greece,Alpha Bank S.A.
ALBKY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ALPHA BANK AE SPNS/ADR,Greece,Alpha Bank S.A.
ALBY,OTC Link,04/01/2018,OTCQX U.S. Premier,N,Common Stock,,COMMUTY CAP BNCSHS INC,USA,"Community Capital Bancshares, Inc."
ALDA,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,ATLANTICA INC,USA,"Atlantica, Inc."
ALDVF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ALDEVER RES INC ORD,Canada,ALDEVER RES INC
ALEDY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ALLIED GROUP LTD UNSP/ADR,Hong Kong,Allied Group Ltd.
ALES,OTC Link,04/01/2018,OTCQB,N,Common Stock,,EVANS BREWING CO INC,USA,Evans Brewing Co Inc
ALEV,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,ALPHA LUJO INC,Philippines,"Alpha Lujo, Inc."
ALFFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,A,ALFA S.A.B DE CV ORD A SH,Mexico,Alfa S.A.B de C.V
ALFVF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ALFA-LAVAL AB,Sweden,Alfa-Laval AB
ALFVY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ALFA-LAVAL AB UNSP/ADR,Sweden,Alfa-Laval AB
ALGC,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ALGIERS BANCORP INC,USA,"Algiers Bancorp, Inc."
ALGGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ALLIANCE GLOBAL GROUP INC,Philippines,"Alliance Global Group, Inc."
ALGGY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ALLIANCE GLBL GP UNSP/ADR,Philippines,"Alliance Global Group, Inc."
ALGI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AMER LOCKER GROUP INC,USA,American Locker Group Inc.
ALGXY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ALGAE.TEC LTD S/ADR,Australia,Algae.Tec Limited
ALHA,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ALPHA NAT RES HLD INC,,Alpha Natural Resources Holdings Inc.
ALIAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ALACER GOLD CORP ORD,USA,Alacer Gold Corp.
ALIF,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ARTIFICIAL LIFE INC,Hong Kong,"Artificial Life, Inc."
ALIOF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ACTELION LTD,Switzerland,Actelion Ltd.
ALIZF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ALLIANZ AG NAMEN AKT,Germany,Allianz SE
ALKEF,OTC Link,04/01/2018,OTCQX International,N,Ordinary Shares,,ALKANE RES LTD ORD,Australia,Alkane Resources Ltd.
ALKM,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ALKAME HOLDINGS INC,USA,"Alkame Holdings, Inc."
ALKN,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ALKANE INC,USA,"Alkane, Inc."
ALLM,OTC Link,04/01/2018,OTCQB,N,Common Stock,,ALLIANCE BIOENERGY PLUS,USA,"Alliance Bioenergy Plus, Inc."
ALLN,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ALLIN CORP,USA,Allin Corp.
ALLVF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ALTICE N V ORD,,ALTICE N V
ALLXF,OTC Link,04/01/2018,OTC Pink No Information,Y,Ordinary Shares,,BLUENOSE GOLD CORP,Canada,Bluenose Gold Corp.
ALMC,OTC Link,04/01/2018,OTC Pink Limited,N,Common Stock,,ALIMCO FINANCIAL CORP,USA,Alimco Financial Corporation
ALMFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ALTIUM LTD ORD,Australia,Altium Ltd.
ALMMF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,H,ALUMINUM CORP CHINA LTD H,China,Aluminum Corporation of China Ltd.
ALNPF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ANA HOLDINGS INC ORD NEW,Japan,ANA Holdings Inc.
ALNPY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ANA HOLDINGS INC S/ADR,Japan,ANA Holdings Inc.
ALOD,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,ALLIED RESOURCES INC,USA,"Allied Resources, Inc."
ALORY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ALIOR BANK SA UNSP/ADR,Poland,Alior Bank SA
ALPC,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,ALPHA INVESTMENT INC,USA,Alpha Investment Inc.
ALPE,OTC Link,04/01/2018,OTCQB,N,Common Stock,,ALPHA-EN CORP,USA,alpha-En Corporation
ALPMF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ASTELLAS PHARMA INC,Japan,"Astellas Pharma, Inc."
ALPMY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ASTELLAS PHARMA UNSP/ADR,Japan,"Astellas Pharma, Inc."
ALPP,OTC Link,04/01/2018,OTCQB,N,Common Stock,,ALPINE 4 TECHNOLOGIES (A),USA,Alpine 4 Technologies Ltd.
ALRS,OTC Link,04/01/2018,OTCQX U.S. Premier,N,Common Stock,,ALERUS FINCL CORP,USA,Alerus Financial Corp.
ALRT,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,ALR TECHS INC,USA,"ALR Technologies, Inc."
ALSE,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ALSERES PHARMS INC,USA,"Alseres Pharmaceuticals, Inc."
ALSI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ATLAS RESOURCES INTL INC,USA,"Atlas Resources International, Inc."
ALSMY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ALSTOM UNSP/ADR,France,Alstom
ALSSF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ALSCA SA,Mexico,Alsea SA
ALST,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,ALLSTAR HEALTH BRANDS,Canada,"Allstar Health Brands, Inc."
ALSWF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ABSOLUTE SOFTWARE CORP,Canada,Absolute Software Corp.
ALTA,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ALTEROLA BIOTECH INC,USA,"Alterola Biotech, Inc."
ALTAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ALTURA MINING LTD ORD,Australia,Altura Mining Ltd
ALTB,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ALPINE AUTO BROKERS INC,USA,Alpine Auto Brokers Inc
ALTCY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ALTICE N V UNSP/ADR,,ALTICE N V
ALTKY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ALTRAN TECHS SA SP/ADR,France,Altran Technologies SA
ALTPF,OTC Link,04/01/2018,OTCQB,N,Ordinary Shares,,ALTIPLANO MINERAL LTD ORD,Canada,Altiplano Minerals Ltd
ALTX,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,ALTEX INDUS INC,USA,"Altex Industries, Inc."
ALVRQ,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ALVARION LTD,Israel,Alvarion Ltd.
